DateKey,TimeKey,DateTime,Date,Year,Quarter,MonthNo,Month,Day,Weekday,Weekend,Hour,TimeBucket
2026011110,251,2026-01-11 10:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,10,Morning
2026011111,252,2026-01-11 11:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,11,Morning
2026011112,253,2026-01-11 12:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,12,Afternoon
2026011113,254,2026-01-11 13:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,13,Afternoon
2026011114,255,2026-01-11 14:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,14,Afternoon
2026011115,256,2026-01-11 15:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,15,Afternoon
2026011116,257,2026-01-11 16:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,16,Afternoon
2026011117,258,2026-01-11 17:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,17,Afternoon
2026011118,259,2026-01-11 18:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,18,Evening
2026011119,260,2026-01-11 19:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,19,Evening
2026011120,261,2026-01-11 20:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,20,Evening
2026011121,262,2026-01-11 21:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,21,Evening
2026011122,263,2026-01-11 22:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,22,Evening
2026011123,264,2026-01-11 23:00:00,2026-01-11,2026,1,1,January,11,Sunday,Weekend,23,Evening
2026011200,265,2026-01-12 00:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,0,Night
2026011201,266,2026-01-12 01:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,1,Night
2026011202,267,2026-01-12 02:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,2,Night
2026011203,268,2026-01-12 03:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,3,Night
2026011204,269,2026-01-12 04:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,4,Night
2026011205,270,2026-01-12 05:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,5,Night
2026011206,271,2026-01-12 06:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,6,Morning
2026011207,272,2026-01-12 07:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,7,Morning
2026011208,273,2026-01-12 08:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,8,Morning
2026011209,274,2026-01-12 09:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,9,Morning
2026011210,275,2026-01-12 10:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,10,Morning
2026011211,276,2026-01-12 11:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,11,Morning
2026011212,277,2026-01-12 12:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,12,Afternoon
2026011213,278,2026-01-12 13:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,13,Afternoon
2026011214,279,2026-01-12 14:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,14,Afternoon
2026011215,280,2026-01-12 15:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,15,Afternoon
2026011216,281,2026-01-12 16:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,16,Afternoon
2026011217,282,2026-01-12 17:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,17,Afternoon
2026011218,283,2026-01-12 18:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,18,Evening
2026011219,284,2026-01-12 19:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,19,Evening
2026011220,285,2026-01-12 20:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,20,Evening
2026011221,286,2026-01-12 21:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,21,Evening
2026011222,287,2026-01-12 22:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,22,Evening
2026011223,288,2026-01-12 23:00:00,2026-01-12,2026,1,1,January,12,Monday,Weekday,23,Evening
2026011300,289,2026-01-13 00:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,0,Night
2026011301,290,2026-01-13 01:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,1,Night
2026011302,291,2026-01-13 02:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,2,Night
2026011303,292,2026-01-13 03:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,3,Night
2026011304,293,2026-01-13 04:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,4,Night
2026011305,294,2026-01-13 05:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,5,Night
2026011306,295,2026-01-13 06:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,6,Morning
2026011307,296,2026-01-13 07:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,7,Morning
2026011308,297,2026-01-13 08:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,8,Morning
2026011309,298,2026-01-13 09:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,9,Morning
2026011310,299,2026-01-13 10:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,10,Morning
2026011311,300,2026-01-13 11:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,11,Morning
2026011312,301,2026-01-13 12:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,12,Afternoon
2026011313,302,2026-01-13 13:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,13,Afternoon
2026011314,303,2026-01-13 14:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,14,Afternoon
2026011315,304,2026-01-13 15:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,15,Afternoon
2026011316,305,2026-01-13 16:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,16,Afternoon
2026011317,306,2026-01-13 17:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,17,Afternoon
2026011318,307,2026-01-13 18:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,18,Evening
2026011319,308,2026-01-13 19:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,19,Evening
2026011320,309,2026-01-13 20:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,20,Evening
2026011321,310,2026-01-13 21:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,21,Evening
2026011322,311,2026-01-13 22:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,22,Evening
2026011323,312,2026-01-13 23:00:00,2026-01-13,2026,1,1,January,13,Tuesday,Weekday,23,Evening
2026011400,313,2026-01-14 00:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,0,Night
2026011401,314,2026-01-14 01:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,1,Night
2026011402,315,2026-01-14 02:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,2,Night
2026011403,316,2026-01-14 03:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,3,Night
2026011404,317,2026-01-14 04:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,4,Night
2026011405,318,2026-01-14 05:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,5,Night
2026011406,319,2026-01-14 06:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,6,Morning
2026011407,320,2026-01-14 07:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,7,Morning
2026011408,321,2026-01-14 08:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,8,Morning
2026011409,322,2026-01-14 09:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,9,Morning
2026011410,323,2026-01-14 10:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,10,Morning
2026011411,324,2026-01-14 11:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,11,Morning
2026011412,325,2026-01-14 12:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,12,Afternoon
2026011413,326,2026-01-14 13:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,13,Afternoon
2026011414,327,2026-01-14 14:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,14,Afternoon
2026011415,328,2026-01-14 15:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,15,Afternoon
2026011416,329,2026-01-14 16:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,16,Afternoon
2026011417,330,2026-01-14 17:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,17,Afternoon
2026011418,331,2026-01-14 18:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,18,Evening
2026011419,332,2026-01-14 19:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,19,Evening
2026011420,333,2026-01-14 20:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,20,Evening
2026011421,334,2026-01-14 21:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,21,Evening
2026011422,335,2026-01-14 22:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,22,Evening
2026011423,336,2026-01-14 23:00:00,2026-01-14,2026,1,1,January,14,Wednesday,Weekday,23,Evening
2026011500,337,2026-01-15 00:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,0,Night
2026011501,338,2026-01-15 01:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,1,Night
2026011502,339,2026-01-15 02:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,2,Night
2026011503,340,2026-01-15 03:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,3,Night
2026011504,341,2026-01-15 04:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,4,Night
2026011505,342,2026-01-15 05:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,5,Night
2026011506,343,2026-01-15 06:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,6,Morning
2026011507,344,2026-01-15 07:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,7,Morning
2026011508,345,2026-01-15 08:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,8,Morning
2026011509,346,2026-01-15 09:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,9,Morning
2026011510,347,2026-01-15 10:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,10,Morning
2026011511,348,2026-01-15 11:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,11,Morning
2026011512,349,2026-01-15 12:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,12,Afternoon
2026011513,350,2026-01-15 13:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,13,Afternoon
2026011514,351,2026-01-15 14:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,14,Afternoon
2026011515,352,2026-01-15 15:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,15,Afternoon
2026011516,353,2026-01-15 16:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,16,Afternoon
2026011517,354,2026-01-15 17:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,17,Afternoon
2026011518,355,2026-01-15 18:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,18,Evening
2026011519,356,2026-01-15 19:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,19,Evening
2026011520,357,2026-01-15 20:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,20,Evening
2026011521,358,2026-01-15 21:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,21,Evening
2026011522,359,2026-01-15 22:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,22,Evening
2026011523,360,2026-01-15 23:00:00,2026-01-15,2026,1,1,January,15,Thursday,Weekday,23,Evening
2026011600,361,2026-01-16 00:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,0,Night
2026011601,362,2026-01-16 01:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,1,Night
2026011602,363,2026-01-16 02:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,2,Night
2026011603,364,2026-01-16 03:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,3,Night
2026011604,365,2026-01-16 04:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,4,Night
2026011605,366,2026-01-16 05:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,5,Night
2026011606,367,2026-01-16 06:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,6,Morning
2026011607,368,2026-01-16 07:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,7,Morning
2026011608,369,2026-01-16 08:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,8,Morning
2026011609,370,2026-01-16 09:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,9,Morning
2026011610,371,2026-01-16 10:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,10,Morning
2026011611,372,2026-01-16 11:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,11,Morning
2026011612,373,2026-01-16 12:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,12,Afternoon
2026011613,374,2026-01-16 13:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,13,Afternoon
2026011614,375,2026-01-16 14:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,14,Afternoon
2026011615,376,2026-01-16 15:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,15,Afternoon
2026011616,377,2026-01-16 16:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,16,Afternoon
2026011617,378,2026-01-16 17:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,17,Afternoon
2026011618,379,2026-01-16 18:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,18,Evening
2026011619,380,2026-01-16 19:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,19,Evening
2026011620,381,2026-01-16 20:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,20,Evening
2026011621,382,2026-01-16 21:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,21,Evening
2026011622,383,2026-01-16 22:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,22,Evening
2026011623,384,2026-01-16 23:00:00,2026-01-16,2026,1,1,January,16,Friday,Weekday,23,Evening
2026011700,385,2026-01-17 00:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,0,Night
2026011701,386,2026-01-17 01:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,1,Night
2026011702,387,2026-01-17 02:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,2,Night
2026011703,388,2026-01-17 03:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,3,Night
2026011704,389,2026-01-17 04:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,4,Night
2026011705,390,2026-01-17 05:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,5,Night
2026011706,391,2026-01-17 06:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,6,Morning
2026011707,392,2026-01-17 07:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,7,Morning
2026011708,393,2026-01-17 08:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,8,Morning
2026011709,394,2026-01-17 09:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,9,Morning
2026011710,395,2026-01-17 10:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,10,Morning
2026011711,396,2026-01-17 11:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,11,Morning
2026011712,397,2026-01-17 12:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,12,Afternoon
2026011713,398,2026-01-17 13:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,13,Afternoon
2026011714,399,2026-01-17 14:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,14,Afternoon
2026011715,400,2026-01-17 15:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,15,Afternoon
2026011716,401,2026-01-17 16:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,16,Afternoon
2026011717,402,2026-01-17 17:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,17,Afternoon
2026011718,403,2026-01-17 18:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,18,Evening
2026011719,404,2026-01-17 19:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,19,Evening
2026011720,405,2026-01-17 20:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,20,Evening
2026011721,406,2026-01-17 21:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,21,Evening
2026011722,407,2026-01-17 22:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,22,Evening
2026011723,408,2026-01-17 23:00:00,2026-01-17,2026,1,1,January,17,Saturday,Weekend,23,Evening
2026011800,409,2026-01-18 00:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,0,Night
2026011801,410,2026-01-18 01:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,1,Night
2026011802,411,2026-01-18 02:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,2,Night
2026011803,412,2026-01-18 03:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,3,Night
2026011804,413,2026-01-18 04:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,4,Night
2026011805,414,2026-01-18 05:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,5,Night
2026011806,415,2026-01-18 06:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,6,Morning
2026011807,416,2026-01-18 07:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,7,Morning
2026011808,417,2026-01-18 08:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,8,Morning
2026011809,418,2026-01-18 09:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,9,Morning
2026011810,419,2026-01-18 10:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,10,Morning
2026011811,420,2026-01-18 11:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,11,Morning
2026011812,421,2026-01-18 12:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,12,Afternoon
2026011813,422,2026-01-18 13:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,13,Afternoon
2026011814,423,2026-01-18 14:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,14,Afternoon
2026011815,424,2026-01-18 15:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,15,Afternoon
2026011816,425,2026-01-18 16:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,16,Afternoon
2026011817,426,2026-01-18 17:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,17,Afternoon
2026011818,427,2026-01-18 18:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,18,Evening
2026011819,428,2026-01-18 19:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,19,Evening
2026011820,429,2026-01-18 20:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,20,Evening
2026011821,430,2026-01-18 21:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,21,Evening
2026011822,431,2026-01-18 22:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,22,Evening
2026011823,432,2026-01-18 23:00:00,2026-01-18,2026,1,1,January,18,Sunday,Weekend,23,Evening
2026011900,433,2026-01-19 00:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,0,Night
2026011901,434,2026-01-19 01:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,1,Night
2026011902,435,2026-01-19 02:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,2,Night
2026011903,436,2026-01-19 03:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,3,Night
2026011904,437,2026-01-19 04:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,4,Night
2026011905,438,2026-01-19 05:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,5,Night
2026011906,439,2026-01-19 06:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,6,Morning
2026011907,440,2026-01-19 07:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,7,Morning
2026011908,441,2026-01-19 08:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,8,Morning
2026011909,442,2026-01-19 09:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,9,Morning
2026011910,443,2026-01-19 10:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,10,Morning
2026011911,444,2026-01-19 11:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,11,Morning
2026011912,445,2026-01-19 12:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,12,Afternoon
2026011913,446,2026-01-19 13:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,13,Afternoon
2026011914,447,2026-01-19 14:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,14,Afternoon
2026011915,448,2026-01-19 15:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,15,Afternoon
2026011916,449,2026-01-19 16:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,16,Afternoon
2026011917,450,2026-01-19 17:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,17,Afternoon
2026011918,451,2026-01-19 18:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,18,Evening
2026011919,452,2026-01-19 19:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,19,Evening
2026011920,453,2026-01-19 20:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,20,Evening
2026011921,454,2026-01-19 21:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,21,Evening
2026011922,455,2026-01-19 22:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,22,Evening
2026011923,456,2026-01-19 23:00:00,2026-01-19,2026,1,1,January,19,Monday,Weekday,23,Evening
2026012000,457,2026-01-20 00:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,0,Night
2026012001,458,2026-01-20 01:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,1,Night
2026012002,459,2026-01-20 02:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,2,Night
2026012003,460,2026-01-20 03:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,3,Night
2026012004,461,2026-01-20 04:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,4,Night
2026012005,462,2026-01-20 05:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,5,Night
2026012006,463,2026-01-20 06:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,6,Morning
2026012007,464,2026-01-20 07:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,7,Morning
2026012008,465,2026-01-20 08:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,8,Morning
2026012009,466,2026-01-20 09:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,9,Morning
2026012010,467,2026-01-20 10:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,10,Morning
2026012011,468,2026-01-20 11:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,11,Morning
2026012012,469,2026-01-20 12:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,12,Afternoon
2026012013,470,2026-01-20 13:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,13,Afternoon
2026012014,471,2026-01-20 14:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,14,Afternoon
2026012015,472,2026-01-20 15:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,15,Afternoon
2026012016,473,2026-01-20 16:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,16,Afternoon
2026012017,474,2026-01-20 17:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,17,Afternoon
2026012018,475,2026-01-20 18:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,18,Evening
2026012019,476,2026-01-20 19:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,19,Evening
2026012020,477,2026-01-20 20:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,20,Evening
2026012021,478,2026-01-20 21:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,21,Evening
2026012022,479,2026-01-20 22:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,22,Evening
2026012023,480,2026-01-20 23:00:00,2026-01-20,2026,1,1,January,20,Tuesday,Weekday,23,Evening
2026012100,481,2026-01-21 00:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,0,Night
2026012101,482,2026-01-21 01:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,1,Night
2026012102,483,2026-01-21 02:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,2,Night
2026012103,484,2026-01-21 03:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,3,Night
2026012104,485,2026-01-21 04:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,4,Night
2026012105,486,2026-01-21 05:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,5,Night
2026012106,487,2026-01-21 06:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,6,Morning
2026012107,488,2026-01-21 07:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,7,Morning
2026012108,489,2026-01-21 08:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,8,Morning
2026012109,490,2026-01-21 09:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,9,Morning
2026012110,491,2026-01-21 10:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,10,Morning
2026012111,492,2026-01-21 11:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,11,Morning
2026012112,493,2026-01-21 12:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,12,Afternoon
2026012113,494,2026-01-21 13:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,13,Afternoon
2026012114,495,2026-01-21 14:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,14,Afternoon
2026012115,496,2026-01-21 15:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,15,Afternoon
2026012116,497,2026-01-21 16:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,16,Afternoon
2026012117,498,2026-01-21 17:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,17,Afternoon
2026012118,499,2026-01-21 18:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,18,Evening
2026012119,500,2026-01-21 19:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,19,Evening
2026012120,501,2026-01-21 20:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,20,Evening
2026012121,502,2026-01-21 21:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,21,Evening
2026012122,503,2026-01-21 22:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,22,Evening
2026012123,504,2026-01-21 23:00:00,2026-01-21,2026,1,1,January,21,Wednesday,Weekday,23,Evening
2026012200,505,2026-01-22 00:00:00,2026-01-22,2026,1,1,January,22,Thursday,Weekday,0,Night
2026012201,506,2026-01-22 01:00:00,2026-01-22,2026,1,1,January,22,Thursday,Weekday,1,Night
